Tarefa;T1-AntesDoEnvio;T2-AposReceberResposta
289;1492006193795;1492006193894
290;1492006193896;1492006193994
291;1492006193995;1492006194094
292;1492006194095;1492006194194
293;1492006194195;1492006194294
294;1492006194296;1492006194394
295;1492006194395;1492006194494
296;1492006194495;1492006194594
297;1492006194595;1492006194694
298;1492006194695;1492006194794
299;1492006194795;1492006194894
300;1492006194895;1492006194994
301;1492006194995;1492006195094
302;1492006195095;1492006195194
303;1492006195195;1492006195294
304;1492006195295;1492006195394
305;1492006195396;1492006195494
306;1492006195495;1492006195594
307;1492006195595;1492006195694
308;1492006195695;1492006195794
309;1492006195795;1492006195894
310;1492006195895;1492006195994
311;1492006196000;1492006196098
312;1492006196099;1492006196198
313;1492006196199;1492006196298
314;1492006196301;1492006196398
315;1492006196399;1492006196498
316;1492006196499;1492006196598
317;1492006196599;1492006196698
318;1492006196699;1492006196798
319;1492006196799;1492006196898
320;1492006196899;1492006196998
321;1492006196999;1492006197098
322;1492006197099;1492006197198
323;1492006197199;1492006197298
324;1492006197299;1492006197398
325;1492006197399;1492006197498
326;1492006197499;1492006197598
327;1492006197599;1492006197698
328;1492006197699;1492006197798
329;1492006197801;1492006197898
330;1492006197899;1492006197998
331;1492006197999;1492006198102
332;1492006198103;1492006198202
333;1492006198203;1492006198302
334;1492006198303;1492006198402
335;1492006198403;1492006198502
336;1492006198503;1492006198602
337;1492006198603;1492006198702
338;1492006198703;1492006198806
339;1492006198807;1492006198906
340;1492006198907;1492006199010
341;1492006199011;1492006199110
342;1492006199111;1492006199214
343;1492006199215;1492006199314
344;1492006199315;1492006199418
345;1492006199419;1492006199522
346;1492006199523;1492006199622
347;1492006199623;1492006199726
348;1492006199727;1492006199830
349;1492006199831;1492006199930
350;1492006199931;1492006200030
351;1492006200031;1492006200130
352;1492006200131;1492006200230
353;1492006200231;1492006200330
354;1492006200331;1492006200430
355;1492006200431;1492006200534
356;1492006200535;1492006200634
357;1492006200635;1492006200738
358;1492006200746;1492006200846
359;1492006200847;1492006200946
360;1492006200947;1492006201050
361;1492006201051;1492006201154
362;1492006201155;1492006201258
363;1492006201259;1492006201358
364;1492006201359;1492006201462
365;1492006201463;1492006201566
366;1492006201567;1492006201670
367;1492006201671;1492006201774
368;1492006201775;1492006201878
369;1492006201879;1492006201982
370;1492006201983;1492006202086
371;1492006202087;1492006202190
372;1492006202191;1492006202294
373;1492006202295;1492006202398
374;1492006202399;1492006202502
375;1492006202503;1492006202606
376;1492006202607;1492006202710
377;1492006202711;1492006202814
378;1492006202815;1492006202918
379;1492006202919;1492006203022
380;1492006203023;1492006203126
381;1492006203127;1492006203230
382;1492006203231;1492006203334
383;1492006203335;1492006203438
384;1492006203439;1492006203542
385;1492006203543;1492006203646
386;1492006203647;1492006203750
387;1492006203751;1492006203854
388;1492006203855;1492006203958
389;1492006203961;1492006204062
390;1492006204064;1492006204166
391;1492006204168;1492006204270
392;1492006204272;1492006204374
393;1492006204375;1492006204478
394;1492006204479;1492006204582
395;1492006204583;1492006204686
396;1492006204687;1492006204790
397;1492006204791;1492006204894
398;1492006204895;1492006204998
399;1492006205004;1492006205106
400;1492006205107;1492006205210
401;1492006205211;1492006205314
402;1492006205315;1492006205418
403;1492006205419;1492006205522
404;1492006205523;1492006205626
405;1492006205627;1492006205730
406;1492006205731;1492006205834
407;1492006205835;1492006205938
408;1492006205939;1492006206042
409;1492006206043;1492006206146
410;1492006206147;1492006206250
411;1492006206251;1492006206354
412;1492006206355;1492006206458
413;1492006206459;1492006206562
414;1492006206563;1492006206666
415;1492006206667;1492006206770
416;1492006206771;1492006206874
417;1492006206875;1492006206982
418;1492006206983;1492006207086
419;1492006207087;1492006207194
420;1492006207195;1492006207302
421;1492006207303;1492006207410
422;1492006207411;1492006207518
423;1492006207519;1492006207626
424;1492006207627;1492006207734
425;1492006207735;1492006207842
426;1492006207843;1492006207950
427;1492006207951;1492006208058
428;1492006208059;1492006208166
429;1492006208167;1492006208274
430;1492006208276;1492006208386
431;1492006208387;1492006208494
432;1492006208496;1492006208602
433;1492006208603;1492006208710
434;1492006208711;1492006208818
435;1492006208819;1492006208926
436;1492006208927;1492006209034
437;1492006209043;1492006209150
438;1492006209151;1492006209258
439;1492006209259;1492006209366
440;1492006209367;1492006209474
441;1492006209475;1492006209582
442;1492006209583;1492006209690
443;1492006209691;1492006209798
444;1492006209799;1492006209906
445;1492006209907;1492006210014
446;1492006210016;1492006210122
447;1492006210123;1492006210230
448;1492006210231;1492006210338
449;1492006210339;1492006210446
450;1492006210447;1492006210554
451;1492006210555;1492006210662
452;1492006210663;1492006210770
453;1492006210771;1492006210878
454;1492006210879;1492006210986
455;1492006210987;1492006211094
456;1492006211095;1492006211202
457;1492006211203;1492006211310
458;1492006211311;1492006211418
459;1492006211419;1492006211526
460;1492006211527;1492006211634
461;1492006211635;1492006211742
462;1492006211743;1492006211850
463;1492006211851;1492006211958
464;1492006211959;1492006212066
465;1492006212067;1492006212174
466;1492006212175;1492006212282
467;1492006212283;1492006212390
468;1492006212391;1492006212498
469;1492006212499;1492006212610
470;1492006212611;1492006212718
471;1492006212720;1492006212826
472;1492006212827;1492006212938
473;1492006212939;1492006213046
474;1492006213047;1492006213154
475;1492006213155;1492006213266
476;1492006213267;1492006213374
477;1492006213375;1492006213482
478;1492006213483;1492006213594
479;1492006213595;1492006213702
480;1492006213703;1492006213810
481;1492006213811;1492006213918
482;1492006213919;1492006214026
483;1492006214027;1492006214134
484;1492006214135;1492006214242
485;1492006214243;1492006214354
486;1492006214355;1492006214466
487;1492006214467;1492006214578
488;1492006214579;1492006214690
489;1492006214691;1492006214802
490;1492006214803;1492006214914
491;1492006214915;1492006215026
492;1492006215028;1492006215138
493;1492006215139;1492006215250
494;1492006215251;1492006215362
495;1492006215363;1492006215474
496;1492006215475;1492006215586
497;1492006215587;1492006215698
498;1492006215699;1492006215810
499;1492006215811;1492006215922
500;1492006215923;1492006216034
501;1492006216035;1492006216146
502;1492006216147;1492006216258
503;1492006216259;1492006216371
504;1492006216372;1492006216482
505;1492006216483;1492006216594
506;1492006216595;1492006216706
507;1492006216707;1492006216818
508;1492006216819;1492006216930
509;1492006216931;1492006217042
510;1492006217043;1492006217154
511;1492006217155;1492006217266
512;1492006217267;1492006217378
513;1492006217379;1492006217490
514;1492006217491;1492006217602
515;1492006217603;1492006217714
516;1492006217715;1492006217826
517;1492006217827;1492006217938
518;1492006217939;1492006218050
519;1492006218051;1492006218162
520;1492006218163;1492006218274
521;1492006218275;1492006218386
522;1492006218387;1492006218498
523;1492006218499;1492006218610
524;1492006218611;1492006218722
525;1492006218723;1492006218834
526;1492006218835;1492006218946
527;1492006218947;1492006219058
528;1492006219059;1492006219174
529;1492006219175;1492006219286
530;1492006219287;1492006219398
531;1492006219399;1492006219510
532;1492006219511;1492006219622
533;1492006219623;1492006219734
534;1492006219736;1492006219846
535;1492006219847;1492006219958
536;1492006219959;1492006220070
537;1492006220071;1492006220182
538;1492006220183;1492006220294
539;1492006220295;1492006220406
540;1492006220407;1492006220518
541;1492006220519;1492006220630
542;1492006220631;1492006220742
543;1492006220743;1492006220854
544;1492006220855;1492006220970
545;1492006220971;1492006221086
546;1492006221087;1492006221202
547;1492006221204;1492006221318
548;1492006221319;1492006221434
549;1492006221435;1492006221546
550;1492006221547;1492006221662
551;1492006221663;1492006221778
552;1492006221779;1492006221894
553;1492006221896;1492006222010
554;1492006222011;1492006222130
555;1492006222131;1492006222246
556;1492006222247;1492006222362
557;1492006222363;1492006222478
558;1492006222479;1492006222594
559;1492006222595;1492006222710
560;1492006222711;1492006222826
561;1492006222827;1492006222942
562;1492006222943;1492006223059
563;1492006223060;1492006223174
564;1492006223175;1492006223290
565;1492006223291;1492006223406
566;1492006223407;1492006223522
567;1492006223523;1492006223638
568;1492006223639;1492006223754
569;1492006223755;1492006223870
570;1492006223871;1492006223986
571;1492006223987;1492006224102
572;1492006224103;1492006224218
573;1492006224221;1492006224334
574;1492006224336;1492006224450
575;1492006224452;1492006224566
576;1492006224569;1492006224682
577;1492006224683;1492006224798
578;1492006224810;1492006224922
579;1492006224923;1492006225038
580;1492006225039;1492006225154
581;1492006225155;1492006225270
582;1492006225271;1492006225386
583;1492006225387;1492006225502
584;1492006225503;1492006225618
585;1492006225619;1492006225734
586;1492006225735;1492006225850
587;1492006225852;1492006225966
588;1492006225967;1492006226082
589;1492006226083;1492006226198
590;1492006226200;1492006226314
591;1492006226315;1492006226430
592;1492006226431;1492006226546
593;1492006226547;1492006226662
594;1492006226663;1492006226778
595;1492006226780;1492006226894
596;1492006226895;1492006227010
597;1492006227012;1492006227126
598;1492006227127;1492006227242
599;1492006227243;1492006227358
600;1492006227361;1492006227474
601;1492006227475;1492006227590
602;1492006227591;1492006227706
603;1492006227707;1492006227822
604;1492006227823;1492006227938
605;1492006227939;1492006228054
606;1492006228056;1492006228174
607;1492006228175;1492006228290
608;1492006228293;1492006228406
609;1492006228407;1492006228522
610;1492006228523;1492006228638
611;1492006228639;1492006228758
612;1492006228759;1492006228874
613;1492006228875;1492006228990
614;1492006228991;1492006229110
615;1492006229111;1492006229230
616;1492006229232;1492006229350
617;1492006229351;1492006229430
618;1492006229431;1492006229510
619;1492006229511;1492006229590
620;1492006229591;1492006229670
621;1492006229671;1492006229750
622;1492006229751;1492006229830
623;1492006229831;1492006229910
624;1492006229911;1492006229990
625;1492006229991;1492006230070
626;1492006230071;1492006230150
627;1492006230151;1492006230230
628;1492006230231;1492006230310
629;1492006230311;1492006230390
630;1492006230391;1492006230470
631;1492006230471;1492006230550
632;1492006230551;1492006230630
633;1492006230632;1492006230710
634;1492006230711;1492006230790
635;1492006230791;1492006230870
636;1492006230871;1492006230950
637;1492006230951;1492006231030
638;1492006231031;1492006231110
639;1492006231114;1492006231194
640;1492006231195;1492006231274
641;1492006231276;1492006231354
642;1492006231355;1492006231434
643;1492006231435;1492006231518
644;1492006231519;1492006231598
645;1492006231599;1492006231678
646;1492006231679;1492006231762
647;1492006231763;1492006231842
648;1492006231843;1492006231922
649;1492006231923;1492006232006
650;1492006232008;1492006232086
651;1492006232087;1492006232166
652;1492006232167;1492006232246
653;1492006232248;1492006232330
654;1492006232331;1492006232410
655;1492006232411;1492006232490
656;1492006232491;1492006232574
657;1492006232575;1492006232654
658;1492006232655;1492006232734
659;1492006232736;1492006232818
660;1492006232819;1492006232902
661;1492006232903;1492006232986
662;1492006232987;1492006233066
663;1492006233067;1492006233150
664;1492006233151;1492006233234
665;1492006233236;1492006233318
666;1492006233321;1492006233402
667;1492006233403;1492006233486
668;1492006233487;1492006233570
669;1492006233571;1492006233654
670;1492006233655;1492006233738
671;1492006233739;1492006233822
672;1492006233823;1492006233906
673;1492006233907;1492006233990
674;1492006233991;1492006234074
675;1492006234075;1492006234158
676;1492006234159;1492006234242
677;1492006234243;1492006234326
678;1492006234327;1492006234410
679;1492006234412;1492006234494
680;1492006234495;1492006234578
681;1492006234579;1492006234662
682;1492006234663;1492006234746
683;1492006234747;1492006234830
684;1492006234832;1492006234914
685;1492006234915;1492006234998
686;1492006234999;1492006235082
687;1492006235083;1492006235166
688;1492006235168;1492006235250
689;1492006235251;1492006235334
690;1492006235335;1492006235418
691;1492006235419;1492006235502
692;1492006235503;1492006235586
693;1492006235587;1492006235670
694;1492006235671;1492006235754
695;1492006235755;1492006235838
696;1492006235839;1492006235922
697;1492006235923;1492006236006
698;1492006236008;1492006236090
699;1492006236091;1492006236174
700;1492006236175;1492006236258
701;1492006236259;1492006236342
702;1492006236343;1492006236430
703;1492006236431;1492006236514
704;1492006236515;1492006236598
705;1492006236599;1492006236682
706;1492006236683;1492006236766
707;1492006236767;1492006236850
708;1492006236851;1492006236934
709;1492006236935;1492006237018
710;1492006237019;1492006237102
711;1492006237104;1492006237186
712;1492006237187;1492006237270
713;1492006237271;1492006237354
714;1492006237355;1492006237442
715;1492006237443;1492006237526
716;1492006237527;1492006237610
717;1492006237611;1492006237698
718;1492006237699;1492006237782
719;1492006237783;1492006237866
720;1492006237867;1492006237950
721;1492006237951;1492006238038
722;1492006238039;1492006238122
723;1492006238123;1492006238206
724;1492006238207;1492006238294
725;1492006238295;1492006238382
726;1492006238383;1492006238470
727;1492006238471;1492006238558
728;1492006238559;1492006238642
729;1492006238643;1492006238730
730;1492006238731;1492006238818
731;1492006238819;1492006238906
732;1492006238907;1492006238994
733;1492006238996;1492006239082
734;1492006239083;1492006239170
735;1492006239171;1492006239258
736;1492006239259;1492006239346
737;1492006239347;1492006239434
738;1492006239435;1492006239522
739;1492006239524;1492006239610
740;1492006239611;1492006239698
741;1492006239699;1492006239786
742;1492006239787;1492006239874
743;1492006239875;1492006239966
744;1492006239967;1492006240054
745;1492006240055;1492006240142
746;1492006240143;1492006240230
747;1492006240231;1492006240318
748;1492006240319;1492006240406
749;1492006240408;1492006240494
750;1492006240495;1492006240582
751;1492006240587;1492006240674
752;1492006240675;1492006240762
753;1492006240763;1492006240850
754;1492006240852;1492006240938
755;1492006240939;1492006241026
756;1492006241027;1492006241114
757;1492006241115;1492006241202
758;1492006241203;1492006241290
759;1492006241291;1492006241378
760;1492006241379;1492006241466
761;1492006241467;1492006241558
762;1492006241559;1492006241646
763;1492006241647;1492006241734
764;1492006241735;1492006241822
765;1492006241823;1492006241910
766;1492006241911;1492006241998
767;1492006241999;1492006242086
768;1492006242087;1492006242174
769;1492006242175;1492006242262
770;1492006242263;1492006242350
771;1492006242351;1492006242442
772;1492006242443;1492006242534
773;1492006242535;1492006242626
774;1492006242627;1492006242719
775;1492006242720;1492006242806
776;1492006242807;1492006242894
777;1492006242895;1492006242982
778;1492006242983;1492006243070
779;1492006243071;1492006243158
780;1492006243159;1492006243246
781;1492006243247;1492006243338
782;1492006243339;1492006243426
783;1492006243427;1492006243518
784;1492006243519;1492006243606
785;1492006243607;1492006243694
786;1492006243695;1492006243786
787;1492006243787;1492006243874
788;1492006243877;1492006243966
789;1492006243969;1492006244058
790;1492006244059;1492006244150
791;1492006244152;1492006244242
792;1492006244244;1492006244334
793;1492006244336;1492006244426
794;1492006244428;1492006244518
795;1492006244520;1492006244610
796;1492006244611;1492006244702
797;1492006244703;1492006244794
798;1492006244795;1492006244886
799;1492006244887;1492006244978
800;1492006244980;1492006245070
801;1492006245071;1492006245162
802;1492006245163;1492006245254
803;1492006245255;1492006245346
804;1492006245347;1492006245438
805;1492006245439;1492006245530
806;1492006245531;1492006245622
807;1492006245623;1492006245714
808;1492006245715;1492006245806
809;1492006245807;1492006245898
810;1492006245899;1492006245990
811;1492006245991;1492006246082
812;1492006246083;1492006246174
813;1492006246175;1492006246266
814;1492006246268;1492006246358
815;1492006246359;1492006246450
816;1492006246451;1492006246542
817;1492006246543;1492006246634
818;1492006246635;1492006246726
819;1492006246727;1492006246818
820;1492006246819;1492006246910
821;1492006246911;1492006247002
822;1492006247003;1492006247094
823;1492006247095;1492006247186
824;1492006247187;1492006247278
825;1492006247279;1492006247370
826;1492006247371;1492006247462
827;1492006247463;1492006247554
828;1492006247555;1492006247646
829;1492006247647;1492006247738
830;1492006247739;1492006247830
831;1492006247831;1492006247922
832;1492006247923;1492006248014
833;1492006248015;1492006248106
834;1492006248107;1492006248198
835;1492006248199;1492006248290
836;1492006248291;1492006248382
837;1492006248383;1492006248474
838;1492006248475;1492006248566
839;1492006248567;1492006248658
840;1492006248659;1492006248750
841;1492006248751;1492006248842
842;1492006248843;1492006248934
843;1492006248935;1492006249026
844;1492006249028;1492006249118
845;1492006249119;1492006249210
846;1492006249211;1492006249302
847;1492006249303;1492006249398
848;1492006249399;1492006249490
849;1492006249491;1492006249586
850;1492006249587;1492006249678
851;1492006249679;1492006249770
852;1492006249772;1492006249866
853;1492006249867;1492006249962
854;1492006249963;1492006250058
855;1492006250059;1492006250154
856;1492006250155;1492006250250
857;1492006250251;1492006250346
858;1492006250347;1492006250442
859;1492006250443;1492006250538
860;1492006250539;1492006250634
861;1492006250635;1492006250730
862;1492006250731;1492006250826
863;1492006250827;1492006250922
864;1492006250923;1492006251018
865;1492006251019;1492006251114
866;1492006251115;1492006251210
867;1492006251211;1492006251306
868;1492006251307;1492006251402
869;1492006251403;1492006251498
870;1492006251499;1492006251595
871;1492006251596;1492006251690
872;1492006251691;1492006251786
873;1492006251787;1492006251882
874;1492006251883;1492006251978
875;1492006251979;1492006252074
876;1492006252075;1492006252170
877;1492006252171;1492006252266
878;1492006252267;1492006252362
879;1492006252363;1492006252458
880;1492006252459;1492006252554
881;1492006252555;1492006252650
882;1492006252651;1492006252746
883;1492006252747;1492006252842
884;1492006252843;1492006252938
885;1492006252939;1492006253034
886;1492006253035;1492006253130
887;1492006253131;1492006253226
888;1492006253227;1492006253322
889;1492006253323;1492006253418
890;1492006253419;1492006253514
891;1492006253515;1492006253610
892;1492006253611;1492006253706
893;1492006253707;1492006253802
894;1492006253804;1492006253898
895;1492006253899;1492006253994
896;1492006253996;1492006254090
897;1492006254091;1492006254186
898;1492006254187;1492006254282
899;1492006254283;1492006254378
900;1492006254379;1492006254474
901;1492006254475;1492006254570
902;1492006254572;1492006254666
903;1492006254667;1492006254762
904;1492006254763;1492006254858
905;1492006254859;1492006254954
906;1492006254956;1492006255054
907;1492006255055;1492006255150
908;1492006255151;1492006255246
909;1492006255247;1492006255342
910;1492006255343;1492006255438
911;1492006255439;1492006255538
912;1492006255539;1492006255638
913;1492006255639;1492006255734
914;1492006255736;1492006255830
915;1492006255831;1492006255930
916;1492006255931;1492006256026
917;1492006256027;1492006256122
918;1492006256123;1492006256222
919;1492006256223;1492006256318
920;1492006256319;1492006256418
921;1492006256419;1492006256518
922;1492006256520;1492006256618
923;1492006256620;1492006256718
924;1492006256719;1492006256818
925;1492006256819;1492006256918
926;1492006256919;1492006257018
927;1492006257019;1492006257118
928;1492006257119;1492006257218
929;1492006257219;1492006257318
930;1492006257319;1492006257418
931;1492006257419;1492006257518
932;1492006257519;1492006257618
933;1492006257619;1492006257718
934;1492006257719;1492006257818
935;1492006257819;1492006257918
936;1492006257919;1492006258018
937;1492006258020;1492006258118
938;1492006258119;1492006258218
939;1492006258219;1492006258318
940;1492006258320;1492006258418
941;1492006258419;1492006258518
942;1492006258519;1492006258618
943;1492006258619;1492006258718
944;1492006258719;1492006258818
945;1492006258819;1492006258918
946;1492006258919;1492006259018
947;1492006259019;1492006259118
948;1492006259119;1492006259222
949;1492006259223;1492006259322
950;1492006259324;1492006259426
951;1492006259427;1492006259526
952;1492006259527;1492006259626
953;1492006259628;1492006259726
954;1492006259727;1492006259826
955;1492006259828;1492006259926
956;1492006259927;1492006260026
957;1492006260028;1492006260130
958;1492006260132;1492006260230
959;1492006260231;1492006260334
960;1492006260335;1492006260434
961;1492006260436;1492006260534
962;1492006260535;1492006260634
963;1492006260635;1492006260738
964;1492006260739;1492006260838
965;1492006260839;1492006260938
966;1492006260939;1492006261038
967;1492006261039;1492006261138
968;1492006261139;1492006261238
969;1492006261239;1492006261338
970;1492006261339;1492006261438
971;1492006261439;1492006261538
972;1492006261539;1492006261638
973;1492006261640;1492006261742
974;1492006261743;1492006261842
975;1492006261843;1492006261942
976;1492006261943;1492006262042
977;1492006262043;1492006262146
978;1492006262147;1492006262246
979;1492006262247;1492006262346
980;1492006262347;1492006262450
981;1492006262451;1492006262550
982;1492006262551;1492006262654
983;1492006262655;1492006262758
984;1492006262759;1492006262862
985;1492006262863;1492006262966
986;1492006262968;1492006263070
987;1492006263072;1492006263174
988;1492006263175;1492006263278
989;1492006263280;1492006263382
990;1492006263386;1492006263486
991;1492006263487;1492006263590
992;1492006263591;1492006263694
993;1492006263695;1492006263798
994;1492006263811;1492006263910
